,영화명,감독,배급사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,장르,등급,영화구분,연도,월,계절,총 관객수,출연,평점
3075,제로 포커스,이누도 잇신,씨제이이엔엠,2010-03-25,장편,일본,76,90753873,12260,드라마,15세관람가,일반영화,2010,3,봄,147759214,"['히로스에 료코', '나카타니 미키', '키무라 타에']",6.91
3076,피터팬: 후크 선장과 결투의 날,찬드라세카란,팝엔터테인먼트,2019-05-30,장편,기타,129,92201100,12220,애니메이션,전체관람가,일반영화,2019,5,봄,226678777,"['마이클 돕슨', '미쉘 크리버', '안종덕', '장은숙', '장경희', '이민하']",6.41
3077,걸리버 리턴즈,기타,박수엔터테인먼트,2022-11-03,장편,기타,206,95148587,12162,애니메이션,전체관람가,일반영화,2022,11,가을,112805094,"['석승훈', '허성재']",4.78
3078,시크릿 가든,마크 먼든,이수C&E,2020-08-19,장편,영국,267,101869660,12137,드라마,전체관람가,독립/예술영화,2020,8,여름,59523967,"['딕시 에저릭스', '콜린 퍼스', '줄리 월터스']",7.58
3079,도성풍운 3,왕정,드림팩트엔터테인먼트,2016-11-30,장편,기타,51,67033500,12135,코미디,15세관람가,독립/예술영화,2016,11,가을,217026182,"['주윤발', '유덕화', '장학우']",5.74
3080,특수요원 빼꼼,장양,띵크,2022-06-01,장편,중국,115,106392400,12122,애니메이션,전체관람가,독립/예술영화,2022,6,여름,112805094,"['정성원', '박시윤', '장병관', '서정익']",6.56
3081,맨데이트: 신이 주신 임무,박희준,메가픽쳐스제이씨,2008-10-30,장편,한국,84,78616000,12087,스릴러,청소년관람불가,일반영화,2008,10,가을,147428639,"['재희', '유다인']",3.49
3082,성덕,오세연,오드,2022-09-28,장편,한국,60,105907892,12078,다큐멘터리,12세관람가,독립/예술영화,2022,9,가을,112805094,['오세연'],8.1
3083,쿵푸 요가,당계례,브릿지웍스 엔터테인먼트,2017-03-29,장편,중국,108,91563500,12048,액션,12세관람가,독립/예술영화,2017,3,봄,219876227,['성룡'],5.71
3084,낫아웃,이정곤,케이티알파,2021-06-03,장편,한국,203,91294980,12045,드라마,15세관람가,독립/예술영화,2021,6,여름,60531087,"['정재광', '정승길', '김희창', '이규성', '송이재']",7.67
3085,랜드 오브 마인,마틴 잔드블리엣,싸이더스,2017-04-06,장편,기타,97,89516900,12026,드라마,15세관람가,독립/예술영화,2017,4,봄,219876227,"['로<b>랜드</b> 몰러', '미켈 폴스라르', '루이스 호프만']",9.28
3086,리틀 맨하탄,마크 레빈,영화사 빅,2018-06-27,장편,미국,139,96947500,11909,멜로/로맨스,전체관람가,일반영화,2018,6,여름,216385269,"['조쉬 허처슨', '찰리 레이']",8.63
3087,마티아스와 막심,자비에 돌란,엣나인필름,2020-07-23,장편,기타,91,106464420,11896,드라마,15세관람가,독립/예술영화,2020,7,여름,59523967,"['자비에 돌란', '해리스 딕킨슨', '앤 도벌', '가브리엘 달메이다 프레이타스']",8.27
3088,라스트 레터,이와이 슌지,스튜디오 산타클로스엔터테인먼트,2021-02-24,장편,일본,160,99599650,11889,멜로/로맨스,전체관람가,독립/예술영화,2021,2,겨울,60531087,"['마츠 다카코', '히로세 스즈', '카미키 류노스케', '안노 히데아키']",7.97
3089,내 친구 정일우,김동원,시네마달,2017-10-26,장편,한국,80,75659600,11887,다큐멘터리,전체관람가,독립/예술영화,2017,10,가을,219876227,"['<b>정일우</b>', '전주희', '신명자', '김동원', '김의열']",8.93
3090,케이크메이커,오피르 라울 그라이저,알토미디어,2018-05-24,장편,독일,65,96832400,11876,드라마,15세관람가,독립/예술영화,2018,5,봄,216385269,"['사라 애들러', '팀 칼코프', '로이 밀러']",7.98
3091,피쉬와 칩스 극장판,댄 크레치,마인스 엔터테인먼트,2014-03-06,장편,기타,158,80252400,11802,애니메이션,전체관람가,독립/예술영화,2014,3,봄,215068958,['존 레귀자모'],6.65
3092,현기증,이돈구,플러스엠 엔터테인먼트,2014-11-06,장편,한국,71,79449300,11785,가족,청소년관람불가,독립/예술영화,2014,11,가을,215068958,"['김영애', '도지원', '송일국', '김소은']",8.37
3093,겁쟁이 페달: 더 무비,나가누마 노리히로,미디어캐슬,2016-01-14,장편,일본,52,83591192,11777,애니메이션,전체관람가,독립/예술영화,2016,1,겨울,217026182,"['야마시타 다이키', '토리우미 코스케', '후쿠시마 준', '야스모토 히로키', '모리쿠보 쇼타로', '이토 켄타로']",8.98
3094,부릉! 부릉! 브루미즈: 스피더의 모험 일기,이영준,삼지애니메이션,2016-12-15,장편,한국,194,89425500,11735,애니메이션,전체관람가,독립/예술영화,2016,12,겨울,217026182,"['양정화', '엄상현', '이소영', '우정신', '홍소영', '전태열', '송준석']",6.63
3095,하늘의 푸르름을 아는 사람이여,나가이 타츠유키,넥스트엔터테인먼트월드,2022-03-16,장편,일본,121,104358500,11688,애니메이션,12세관람가,독립/예술영화,2022,3,봄,112805094,"['요시자와 료', '요시오카 리호', '마츠다이라 켄']",8.14
3096,장민호 드라마 최종회,기타,씨제이 씨지브이,2022-01-24,장편,한국,81,223662200,11687,공연,전체관람가,일반영화,2022,1,겨울,112805094,['<b>장민호</b>'],9.4
3097,출동! 도토리 구조대,로스 베노커,디스테이션,2019-03-28,장편,미국,260,86682260,11676,애니메이션,전체관람가,독립/예술영화,2019,3,봄,226678777,"['제이슨 존스', '윌 포트']",4.58
3098,썸니아,마이크 플래너건,박수엔터테인먼트,2016-05-25,장편,미국,200,92785045,11662,판타지,15세관람가,독립/예술영화,2016,5,봄,217026182,"['케이트 보스워스', '토마스 제인', '안나베스 기쉬', '제이콥 트렘블레이']",6.99
3099,범죄소년,강이관,타임스토리그룹,2012-11-22,장편,한국,56,81259800,11655,드라마,15세관람가,독립/예술영화,2012,11,가을,194890587,"['이정현', '서영주']",7.61
3100,검은손,박재식,스톰픽쳐스코리아,2015-04-16,장편,한국,178,89815665,11650,공포(호러),청소년관람불가,일반영화,2015,4,봄,217299523,"['김성수', '한고은']",3.22
3101,"러브, 어게인",핼리 메이어스-샤이어,이수C&E,2017-11-16,장편,미국,177,89873800,11628,드라마,12세관람가,독립/예술영화,2017,11,가을,219876227,"['리즈 위더스푼', '마이클 쉰', '냇 울프', '피코 알렉산더', '존 루드니츠키']",7.1
3102,트립 투 스페인,마이클 윈터바텀,아이 엠,2018-05-17,장편,영국,60,91615317,11596,코미디,15세관람가,독립/예술영화,2018,5,봄,216385269,"['스티브 쿠건', '롭 브라이든']",5.85
3103,나는보리,김진유,영화사 진진,2020-05-21,장편,한국,158,83320360,11579,가족,전체관람가,독립/예술영화,2020,5,봄,59523967,"['김아송', '이린하', '곽진석', '허지나']",9.44
3104,디시에르토,조나스 쿠아론,제이앤씨미디어그룹,2016-10-05,장편,기타,119,86697500,11568,드라마,15세관람가,독립/예술영화,2016,10,가을,217026182,"['가엘 가르시아 베르날', '제프리 딘 모건', '알론드라 히달고', '디에고 카타노', '마르코 페레즈', '오스카 플로레스', '다비드 로렌조']",5.89
3105,그레텔과 헨젤,오즈 퍼킨스,제이앤씨미디어그룹,2020-07-08,장편,기타,325,101464540,11564,판타지,15세관람가,일반영화,2020,7,여름,59523967,"['소피아 릴리스', '사무엘 리키']",3.3
3106,주키퍼스 와이프,니키 카로,영화사 빅,2017-10-12,장편,미국,100,88265946,11557,드라마,12세관람가,독립/예술영화,2017,10,가을,219876227,"['제시카 차스테인', '다니엘 브륄']",8.42
3107,최종병기 활 감독확장판,김한민,롯데엔터테인먼트,2011-10-20,장편,한국,52,86374000,11547,사극,청소년관람불가,일반영화,2011,10,가을,159724465,"['박해일', '류승룡', '김무열', '문채원']",7.87
3108,핫 썸머 나이츠,엘리야 바이넘, 더쿱,2018-10-18,장편,미국,173,104536350,11526,드라마,15세관람가,독립/예술영화,2018,10,가을,216385269,"['티모시 샬라메', '마이카 먼로', '알렉스 로']",7.47
3109,더 게스트,미겔 앙헬 비바스,스톰픽쳐스코리아,2018-09-12,장편,기타,228,101103647,11517,공포(호러),청소년관람불가,독립/예술영화,2018,9,가을,216385269,"['레이첼 니콜스', '로라 해링']",4.03
3110,멜리스,김용운,드림팩트엔터테인먼트,2016-02-11,장편,한국,141,90914800,11484,공포(호러),15세관람가,독립/예술영화,2016,2,겨울,217026182,"['홍수아', '임성언', '양도현', '김하유']",3.96
3111,오 루시!,히라야나기 아츠코,엣나인필름,2018-06-28,장편,미국,114,89905400,11424,멜로/로맨스,15세관람가,독립/예술영화,2018,6,여름,216385269,"['테라지마 시노부', '조쉬 하트넷']",7.42
3112,황제펭귄 펭이와 솜이,김재영, 마운틴픽쳐스,2012-08-08,장편,한국,55,81590500,11418,다큐멘터리,전체관람가,독립/예술영화,2012,8,여름,194890587,['송중기'],8.7
3113,타이치0 3D,풍덕륜,영화사 빅,2013-07-04,장편,기타,116,76315000,11414,코미디,12세관람가,일반영화,2013,7,여름,213351030,"['양가휘', '안젤라베이비', '펑위옌', '오언조', '위안 샤오차오']",6.92
3114,살인마 잭의 집,라스 폰 트리에,엣나인필름,2019-02-21,장편,기타,68,102246547,11393,드라마,청소년관람불가,독립/예술영화,2019,2,겨울,226678777,"['맷 딜런', '브루노 강쯔']",6.46
3115,더 컨트랙터,타릭 살레,제이앤씨미디어그룹,2022-04-28,장편,미국,161,90330780,11365,액션,15세관람가,일반영화,2022,4,봄,112805094,"['크리스 파인', '벤 포스터', '키퍼 서덜랜드', '길리언 제이콥스']",7.02
3116,출동! 소방관 샘: 외계인 대소동,개리 앤드류스,머스트씨무비릴리징컴퍼니,2018-11-08,장편,영국,152,81998500,11364,애니메이션,전체관람가,일반영화,2018,11,가을,216385269,"['데이비드 테넌트', '나이젤 휘트미', '조연우', '신정훈', '박상우', '방지원', '송영인', '오은수']",8.03
3117,수상한 이웃,이상훈,스톰픽쳐스코리아,2019-10-09,장편,한국,182,63401140,11341,코미디,12세관람가,독립/예술영화,2019,10,가을,226678777,"['오지호', '오광록', '손다솜', '성모', '유다미', '안지환', '영민', '강희']",5.97
3118,키즈모노가타리 III : 냉혈편,신보 아키유키,박수엔터테인먼트,2017-05-18,장편,일본,81,88623000,11302,애니메이션,15세관람가,일반영화,2017,5,봄,219876227,"['카미야 히로시', '사카모토 마아야', '호리에 유이', '사쿠라이 타카히로']",8.3
3119,좋은 사람,정욱,싸이더스,2021-09-09,장편,한국,140,86268420,11297,미스터리,12세관람가,독립/예술영화,2021,9,가을,60531087,"['김태훈', '이효제', '김현정', '김종구', '박채은']",8.38
3120,팬텀: 더 뮤지컬 라이브,박재석,롯데컬처웍스롯데엔터테인먼트,2021-12-01,장편,한국,118,191806980,11293,뮤지컬,12세관람가,일반영화,2021,12,겨울,60531087,"['규현', '임선혜']",8.86
3121,스피릿,일래인 보겐,유니버설픽쳐스인터내셔널 코리아,2021-09-15,장편,미국,138,82733300,11236,애니메이션,전체관람가,일반영화,2021,9,가을,60531087,"['줄리안 무어', '제이크 질렌할', '마르사이 마틴', '맥케나 그레이스', '이사벨라 모너']",7.71
3122,라스트 풀 메저,토드 로빈슨,삼백상회,2020-05-20,장편,미국,333,88807180,11223,드라마,15세관람가,독립/예술영화,2020,5,봄,59523967,"['세바스찬 스탠', '크리스토퍼 플러머', '윌리엄 허트', '사무엘 L. 잭슨']",8.67
3123,나루토 질풍전 극장판 4 - 더 로스트 타워,무라타 마사히코,애니박스 엔터테인먼트,2010-12-02,장편,일본,60,75809236,11221,애니메이션,전체관람가,일반영화,2010,12,겨울,147759214,"['이노우에 카즈히코', '모리카와 토시유키', '나카무라 치에', '다케우치 준코']",8.12
3124,공동정범,김일란,엣나인필름,2018-01-25,장편,한국,73,82372300,11198,다큐멘터리,15세관람가,독립/예술영화,2018,1,겨울,216385269,"['이충연', '김주환', '김창수', '천주석', '지석준']",8.16
3125,극장판 메이저 : 우정의 강속구,카토 타카오,에이원엔터테인먼트,2011-10-20,장편,일본,105,70124000,11162,애니메이션,전체관람가,일반영화,2011,10,가을,159724465,"['쿠마이 모토코', '모리쿠보 쇼타로']",9.05
3126,닐스의 모험,오시이 마모루,에이원엔터테인먼트,2014-02-27,장편,일본,107,77024900,11161,애니메이션,전체관람가,독립/예술영화,2014,2,겨울,215068958,"['김영은', '최재호', '홍범기']",8.78
3127,몽키킹2: 서유기 여정의 시작,정보서,THE 픽쳐스,2016-05-19,장편,중국,54,49077600,11156,액션,12세관람가,일반영화,2016,5,봄,217026182,"['곽부성', '공리', '풍소봉', '샤오선양', '나중겸', '진혜림']",6.92
3128,라우더 댄 밤즈,요아킴 트리에,그린나래미디어,2016-10-27,장편,기타,55,89283700,11143,드라마,15세관람가,독립/예술영화,2016,10,가을,217026182,"['제시 아이젠버그', '가브리엘 번', '이자벨 위페르', '데빈 드루이드']",7.96
3129,스파이의 아내,구로사와 기요시,M&M 인터내셔널,2021-03-25,장편,일본,120,97795830,11118,드라마,12세관람가,독립/예술영화,2021,3,봄,60531087,"['아오이 유우', '타카하시 잇세이', '히가시데 마사히로']",8.16
3130,토이 솔져스: 가짜사나이2 더 컴플리트,오윤동,씨제이포디플렉스 ,2021-01-27,장편,한국,155,108309800,11116,다큐멘터리,15세관람가,일반영화,2021,1,겨울,60531087,"['김병지', '줄리엔 강', '힘의길', '이과장', '곽윤기', '손민수', '까로', '지기', '조재원', '머독', '윽박', '홍구', '오현민', '샘김']",8.17
3131,오! 마이 고스트,홍태선,디스테이션,2022-09-15,장편,한국,283,87624391,11094,코미디,15세관람가,독립/예술영화,2022,9,가을,112805094,"['정진운', '안서현', '이주연']",4.49
3132,1984 최동원,조은성,트리플픽쳐스,2021-11-11,장편,한국,172,93161730,11069,다큐멘터리,전체관람가,독립/예술영화,2021,11,가을,60531087,['<b>최동원</b>'],8.94
3133,오션스: 문어구출대작전,헤 질리,와이드 릴리즈,2019-10-03,장편,중국,191,83373580,11055,애니메이션,전체관람가,일반영화,2019,10,가을,226678777,"['남도형', '김소희', '강은애', '김경희', '민아', '김보나', '서반석', '이창민']",4.81
3134,시간을 꿈꾸는 소녀,박혁지,하이하버픽쳐스,2023-01-11,장편,한국,77,85517894,11002,다큐멘터리,12세관람가,독립/예술영화,2023,1,겨울,112805094,"['권수진', '이경원']",7.99
3135,스파이즈,기욤 이베르넬,팝엔터테인먼트,2020-01-15,장편,프랑스,224,81267560,11000,애니메이션,전체관람가,일반영화,2020,1,겨울,59523967,"['박성영', '이다은', '서반석', '김보나']",7.96
3136,꼬마 물고기 이자벨: 바다 대모험,사샤 버로우,와이드 릴리즈,2019-07-18,장편,미국,121,78359740,10998,애니메이션,전체관람가,독립/예술영화,2019,7,여름,226678777,"['보니 데니슨', '토리 스펠링', '잭 워드']",5.04
3137,화이트데이: 부서진 결계,송운,제이앤씨미디어그룹,2021-10-06,장편,한국,356,102070580,10997,공포(호러),15세관람가,일반영화,2021,10,가을,60531087,"['찬희', '박유나', '장솜이', '이혜란', '정교림', '장광']",4.59
